"incident_id","start_time","case_number","priority","district","beat","initial_type","final_tru_type"
"P2600225818","2026-07-29T07:44:12.000","260033186","4","6D","R1","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600225756","2026-07-29T06:07:17.000","260033192","4","2D","E1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600225973","2026-07-29T10:23:48.000","260033196","4","2D","D1","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600225916","2026-07-29T09:26:07.000","260033207","4","3D","G1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600226019","2026-07-29T11:14:14.000","260033209","4","3D","G1","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT"
"P2600225980","2026-07-29T10:35:57.000","260033220","4","4D","K2","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT"
"P2600226204","2026-07-29T14:53:12.000","260033233","4","5D","M3","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600226237","2026-07-29T15:24:57.000","260033234","4","4D","L3","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT"
"P2600226243","2026-07-29T15:31:40.000","260033249","4","1D","A2","VANDALISM, DAMAGE, MISCHIEF - OCCURRED EARLIER","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT"
"P2600226239","2026-07-29T15:28:25.000","260033257","4","2D","D1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT"
"P2600226336","2026-07-29T17:03:17.000","260033272","4","6D","R1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600226347","2026-07-29T17:14:16.000","260033273","4","4D","K3","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT"
"P2600226473","2026-07-29T19:48:12.000","260033282","4","6D","R1","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT"
"P2600226363","2026-07-29T17:26:33.000","260033283","4","2D","D1","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600226696","2026-07-30T01:16:19.000","260033304","4","1D","A2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600226796","2026-07-30T04:41:21.000","260033308","4","3D","G1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600226816","2026-07-30T05:13:16.000","260033309","4","4D","K1","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600226862","2026-07-30T06:38:14.000","260033316","4","3D","I2","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600226873","2026-07-30T07:10:12.000","260033319","4","6D","R1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600226880","2026-07-30T07:20:55.000","260033323","4","3D","G1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600226876","2026-07-30T07:18:24.000","260033324","4","3D","G1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600226878","2026-07-30T07:17:16.000","260033325","4","3D","G1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600226945","2026-07-30T08:48:27.000","260033329","4","6D","R2","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600226886","2026-07-30T07:30:52.000","260033332","4","6D","R2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600226914","2026-07-30T08:18:23.000","260033334","4","3D","I1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600226907","2026-07-30T08:05:24.000","260033335","4","3D","G1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600226909","2026-07-30T08:09:42.000","260033351","4","6D","R1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600226933","2026-07-30T08:43:04.000","260033359","4","4D","K3","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600226943","2026-07-30T08:49:04.000","260033361","4","5D","M1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600226942","2026-07-30T08:51:54.000","260033362","4","3D","I3","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600227044","2026-07-30T11:02:47.000","260033365","4","4D","K1","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600226981","2026-07-30T09:54:30.000","260033368","4","3D","I3","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600227009","2026-07-30T10:16:24.000","260033369","4","5D","M1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600227048","2026-07-30T11:09:17.000","260033374","4","3D","I3","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600227072","2026-07-30T11:23:05.000","260033375","4","4D","K1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600227012","2026-07-30T10:14:16.000","260033377","4","6D","R2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600227119","2026-07-30T12:13:14.000","260033386","4","4D","K1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600227080","2026-07-30T11:32:17.000","260033387","4","3D","I2","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT"
"P2600227148","2026-07-30T13:01:09.000","260033388","4","5D","M2","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT"
"P2600227200","2026-07-30T13:46:51.000","260033390","4","6D","P2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600227227","2026-07-30T14:15:22.000","260033391","4","3D","G1","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600227289","2026-07-30T15:23:01.000","260033399","4","3D","G1","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT"
"P2600227171","2026-07-30T13:18:32.000","260033402","4","5D","M1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600227304","2026-07-30T15:37:53.000","260033406","4","5D","M3","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT"
"P2600227336","2026-07-30T15:58:17.000","260033415","4","3D","G1","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT"
"P2600227392","2026-07-30T16:56:37.000","260033422","4","3D","G1","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT"
"P2600227424","2026-07-30T17:29:51.000","260033427","4","1D","A2","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT"
"P2600227483","2026-07-30T18:37:13.000","260033445","4","3D","I2","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT"
"P2600227551","2026-07-30T20:02:43.000","260033452","4","4D","L1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600227621","2026-07-30T21:44:24.000","260033461","4","3D","I1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600227848","2026-07-31T04:27:43.000","260033479","4","3D","I3","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600227888","2026-07-31T06:01:42.000","260033483","4","4D","L1","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600227901","2026-07-31T06:21:22.000","260033486","4","4D","L1","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600227918","2026-07-31T06:54:30.000","260033488","4","4D","K1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600227936","2026-07-31T07:28:00.000","260033490","4","2D","D1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600227975","2026-07-31T08:15:10.000","260033492","4","5D","M3","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600227995","2026-07-31T08:41:37.000","260033498","4","2D","D1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600228037","2026-07-31T09:30:40.000","260033502","4","3D","G1","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT"
"P2600228038","2026-07-31T09:33:23.000","260033503","4","3D","I1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600228042","2026-07-31T09:36:19.000","260033508","4","6D","R2","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT"
"P2600228045","2026-07-31T09:40:05.000","260033511","4","1D","A2","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600228146","2026-07-31T11:51:01.000","260033522","4","3D","G1","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT"
"P2600228140","2026-07-31T11:43:14.000","260033523","4","5D","N2","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT"
"P2600228213","2026-07-31T12:58:16.000","260033535","4","6D","P3","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600228163","2026-07-31T12:04:53.000","260033537","4","3D","I1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600228186","2026-07-31T12:24:46.000","260033539","4","1D","A1","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT"
"P2600228335","2026-07-31T14:53:32.000","260033547","4","2D","D1","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT"
"P2600228238","2026-07-31T13:23:24.000","260033553","4","3D","I3","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600228281","2026-07-31T14:03:30.000","260033563","4","2D","D1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600228560","2026-07-31T18:29:37.000","260033589","4","3D","G1","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT"
"P2600228248","2026-07-31T13:36:14.000","260033590","4","2D","D1","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600228353","2026-07-31T15:16:46.000","260033592","4","5D","M3","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT"
"P2600228407","2026-07-31T15:54:09.000","260033599","4","5D","M2","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT"
"P2600228549","2026-07-31T18:15:10.000","260033600","4","2D","E2","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT"
"P2600228701","2026-07-31T20:50:47.000","260033603","4","1D","A2","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT","VANDALISM, DAMAGE, MISCHIEF-TRS - TELEPHONE REPORTING UNIT"
